Category,Sub-Category,Month,Millions of Dollars,Pipeline_exc_datetime
Meats and poultry,Poultry,1974/03/01,4717,2023/08/31 04:02:51
Meats and poultry,Poultry,1974/04/01,4592,2023/08/31 04:02:51
Meats and poultry,Poultry,1974/05/01,4517,2023/08/31 04:02:51
Meats and poultry,Poultry,1974/06/01,4472,2023/08/31 04:02:51
Meats and poultry,Poultry,1974/07/01,4452,2023/08/31 04:02:51
Meats and poultry,Poultry,1974/08/01,4518,2023/08/31 04:02:51
Meats and poultry,Poultry,1974/09/01,4498,2023/08/31 04:02:51
Meats and poultry,Poultry,1974/10/01,4498,2023/08/31 04:02:51
Meats and poultry,Poultry,1974/11/01,4558,2023/08/31 04:02:51
Meats and poultry,Poultry,1974/12/01,4504,2023/08/31 04:02:51
Meats and poultry,Poultry,1975/01/01,4622,2023/08/31 04:02:51
Meats and poultry,Poultry,1975/02/01,4698,2023/08/31 04:02:51
Meats and poultry,Poultry,1975/03/01,4805,2023/08/31 04:02:51
Meats and poultry,Poultry,1975/04/01,4814,2023/08/31 04:02:51
Meats and poultry,Poultry,1975/05/01,5002,2023/08/31 04:02:51
Meats and poultry,Poultry,1975/06/01,5063,2023/08/31 04:02:51
Meats and poultry,Poultry,1975/07/01,5195,2023/08/31 04:02:51
Meats and poultry,Poultry,1975/08/01,5243,2023/08/31 04:02:51
Meats and poultry,Poultry,1975/09/01,5259,2023/08/31 04:02:51
Meats and poultry,Poultry,1975/10/01,5256,2023/08/31 04:02:51
Meats and poultry,Poultry,1975/11/01,5296,2023/08/31 04:02:51
Meats and poultry,Poultry,1975/12/01,5292,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1991/01/01,26841,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1991/02/01,26736,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1991/03/01,27167,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1991/04/01,26904,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1991/05/01,27253,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1991/06/01,26980,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1991/07/01,26802,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1991/08/01,26633,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1991/09/01,26411,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1991/10/01,26193,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1991/11/01,26131,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1991/12/01,25718,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1992/01/01,26227,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1992/02/01,25905,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1992/03/01,25631,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1992/04/01,25687,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1992/05/01,25500,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1992/06/01,25357,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1992/07/01,25418,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1992/08/01,25353,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1992/09/01,25172,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1992/10/01,25303,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1992/11/01,25092,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1992/12/01,24970,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1993/01/01,24879,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1993/02/01,25114,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1993/03/01,24986,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1993/04/01,24919,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1993/05/01,25084,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1993/06/01,24862,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1993/07/01,24912,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1993/08/01,24748,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1993/09/01,24933,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1993/10/01,24868,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1993/11/01,24903,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1993/12/01,24930,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1994/01/01,24785,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1994/02/01,24871,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1994/03/01,24852,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1994/04/01,24916,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1994/05/01,24784,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1994/06/01,24966,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1994/07/01,24727,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1994/08/01,24928,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1994/09/01,24936,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1994/10/01,24849,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1994/11/01,24768,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1994/12/01,24744,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1995/01/01,24832,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1995/02/01,24500,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1995/03/01,24455,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1995/04/01,24332,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1995/05/01,24429,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1995/06/01,24317,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1995/07/01,24162,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1995/08/01,24089,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1995/09/01,24036,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1995/10/01,23946,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1995/11/01,23904,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1995/12/01,24116,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1996/01/01,23956,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1996/02/01,23928,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1996/03/01,23962,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1996/04/01,24030,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1996/05/01,23891,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1996/06/01,23908,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1996/07/01,23859,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1996/08/01,23764,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1996/09/01,23728,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1996/10/01,23812,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1996/11/01,23706,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1996/12/01,23600,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1997/01/01,23355,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1997/02/01,23241,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1997/03/01,23146,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1997/04/01,23028,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1997/05/01,22844,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1997/06/01,22800,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1997/07/01,22994,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1997/08/01,22972,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1997/09/01,23022,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1997/10/01,22985,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1997/11/01,23137,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1997/12/01,23100,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1998/01/01,23134,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1998/02/01,23101,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1998/03/01,23192,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1998/04/01,23214,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1998/05/01,23264,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1998/06/01,23412,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1998/07/01,23434,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1998/08/01,23422,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1998/09/01,23515,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1998/10/01,23557,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1998/11/01,23650,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1998/12/01,23850,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1999/01/01,23951,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1999/02/01,24096,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1999/03/01,24120,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1999/04/01,24245,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1999/05/01,24363,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1999/06/01,24292,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1999/07/01,24387,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1999/08/01,24523,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1999/09/01,24758,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1999/10/01,24542,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1999/11/01,24740,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1999/12/01,25696,2023/08/31 04:02:51
Meats and poultry,Beef and veal,2000/01/01,24412,2023/08/31 04:02:51
Meats and poultry,Beef and veal,2000/02/01,24752,2023/08/31 04:02:51
Meats and poultry,Beef and veal,2000/03/01,25112,2023/08/31 04:02:51
Meats and poultry,Beef and veal,2000/04/01,25181,2023/08/31 04:02:51
Meats and poultry,Beef and veal,2000/05/01,25148,2023/08/31 04:02:51
Meats and poultry,Beef and veal,2000/06/01,25404,2023/08/31 04:02:51
Meats and poultry,Beef and veal,2000/07/01,25367,2023/08/31 04:02:51
Meats and poultry,Beef and veal,2000/08/01,25404,2023/08/31 04:02:51
Meats and poultry,Beef and veal,2000/09/01,25496,2023/08/31 04:02:51
Meats and poultry,Beef and veal,2000/10/01,25649,2023/08/31 04:02:51
Meats and poultry,Beef and veal,2000/11/01,25584,2023/08/31 04:02:51
Meats and poultry,Beef and veal,2000/12/01,25881,2023/08/31 04:02:51
Meats and poultry,Beef and veal,2001/01/01,25849,2023/08/31 04:02:51
Meats and poultry,Beef and veal,2001/02/01,25819,2023/08/31 04:02:51
Meats and poultry,Beef and veal,2001/03/01,25765,2023/08/31 04:02:51
Meats and poultry,Beef and veal,2001/04/01,26081,2023/08/31 04:02:51
Meats and poultry,Other meats,1991/01/01,11749,2023/08/31 04:02:51
Meats and poultry,Other meats,1991/02/01,11794,2023/08/31 04:02:51
Meats and poultry,Other meats,1991/03/01,12081,2023/08/31 04:02:51
Meats and poultry,Other meats,1991/04/01,12065,2023/08/31 04:02:51
Meats and poultry,Other meats,1991/05/01,12324,2023/08/31 04:02:51
Meats and poultry,Other meats,1991/06/01,12305,2023/08/31 04:02:51
Meats and poultry,Other meats,1991/07/01,12328,2023/08/31 04:02:51
Meats and poultry,Other meats,1991/08/01,12355,2023/08/31 04:02:51
Meats and poultry,Other meats,1991/09/01,12357,2023/08/31 04:02:51
Meats and poultry,Other meats,1991/10/01,12356,2023/08/31 04:02:51
Meats and poultry,Other meats,1991/11/01,12437,2023/08/31 04:02:51
Meats and poultry,Other meats,1991/12/01,12353,2023/08/31 04:02:51
Meats and poultry,Other meats,1992/01/01,12733,2023/08/31 04:02:51
Meats and poultry,Other meats,1992/02/01,12689,2023/08/31 04:02:51
Meats and poultry,Other meats,1992/03/01,12658,2023/08/31 04:02:51
Meats and poultry,Other meats,1992/04/01,12777,2023/08/31 04:02:51
Meats and poultry,Other meats,1992/05/01,12776,2023/08/31 04:02:51
Meats and poultry,Other meats,1992/06/01,12792,2023/08/31 04:02:51
Meats and poultry,Other meats,1992/07/01,12906,2023/08/31 04:02:51
Meats and poultry,Other meats,1992/08/01,12954,2023/08/31 04:02:51
Meats and poultry,Other meats,1992/09/01,12937,2023/08/31 04:02:51
Meats and poultry,Other meats,1992/10/01,13082,2023/08/31 04:02:51
Meats and poultry,Other meats,1992/11/01,13036,2023/08/31 04:02:51
Meats and poultry,Other meats,1992/12/01,13029,2023/08/31 04:02:51
Meats and poultry,Other meats,1993/01/01,12915,2023/08/31 04:02:51
Meats and poultry,Other meats,1993/02/01,13046,2023/08/31 04:02:51
Meats and poultry,Other meats,1993/03/01,12987,2023/08/31 04:02:51
Meats and poultry,Other meats,1993/04/01,13036,2023/08/31 04:02:51
Meats and poultry,Other meats,1993/05/01,13170,2023/08/31 04:02:51
Meats and poultry,Other meats,1993/06/01,13102,2023/08/31 04:02:51
Meats and poultry,Other meats,1993/07/01,13177,2023/08/31 04:02:51
Meats and poultry,Other meats,1993/08/01,13140,2023/08/31 04:02:51
Meats and poultry,Other meats,1993/09/01,13289,2023/08/31 04:02:51
Meats and poultry,Other meats,1993/10/01,13306,2023/08/31 04:02:51
Meats and poultry,Other meats,1993/11/01,13377,2023/08/31 04:02:51
Meats and poultry,Other meats,1993/12/01,13445,2023/08/31 04:02:51
Meats and poultry,Other meats,1994/01/01,13422,2023/08/31 04:02:51
Meats and poultry,Other meats,1994/02/01,13523,2023/08/31 04:02:51
Meats and poultry,Other meats,1994/03/01,13568,2023/08/31 04:02:51
Meats and poultry,Other meats,1994/04/01,13660,2023/08/31 04:02:51
Meats and poultry,Other meats,1994/05/01,13643,2023/08/31 04:02:51
Meats and poultry,Other meats,1994/06/01,13801,2023/08/31 04:02:51
Meats and poultry,Other meats,1994/07/01,13726,2023/08/31 04:02:51
Meats and poultry,Other meats,1994/08/01,13896,2023/08/31 04:02:51
Meats and poultry,Other meats,1994/09/01,13959,2023/08/31 04:02:51
Meats and poultry,Other meats,1994/10/01,13970,2023/08/31 04:02:51
Meats and poultry,Other meats,1994/11/01,13984,2023/08/31 04:02:51
Meats and poultry,Other meats,1994/12/01,14030,2023/08/31 04:02:51
Meats and poultry,Other meats,1995/01/01,14141,2023/08/31 04:02:51
Meats and poultry,Other meats,1995/02/01,14012,2023/08/31 04:02:51
Meats and poultry,Other meats,1995/03/01,14047,2023/08/31 04:02:51
Meats and poultry,Other meats,1995/04/01,14037,2023/08/31 04:02:51
Meats and poultry,Other meats,1995/05/01,14155,2023/08/31 04:02:51
Meats and poultry,Other meats,1995/06/01,14153,2023/08/31 04:02:51
Meats and poultry,Other meats,1995/07/01,14125,2023/08/31 04:02:51
Meats and poultry,Other meats,1995/08/01,14146,2023/08/31 04:02:51
Meats and poultry,Other meats,1995/09/01,14179,2023/08/31 04:02:51
Meats and poultry,Other meats,1995/10/01,14194,2023/08/31 04:02:51
Meats and poultry,Other meats,1995/11/01,14231,2023/08/31 04:02:51
Meats and poultry,Other meats,1995/12/01,14417,2023/08/31 04:02:51
Meats and poultry,Other meats,1996/01/01,14366,2023/08/31 04:02:51
Meats and poultry,Other meats,1996/02/01,14411,2023/08/31 04:02:51
Meats and poultry,Other meats,1996/03/01,14499,2023/08/31 04:02:51
Meats and poultry,Other meats,1996/04/01,14619,2023/08/31 04:02:51
Meats and poultry,Other meats,1996/05/01,14610,2023/08/31 04:02:51
Meats and poultry,Other meats,1996/06/01,14697,2023/08/31 04:02:51
Meats and poultry,Other meats,1996/07/01,14748,2023/08/31 04:02:51
Meats and poultry,Other meats,1996/08/01,14771,2023/08/31 04:02:51
Meats and poultry,Other meats,1996/09/01,14830,2023/08/31 04:02:51
Meats and poultry,Other meats,1996/10/01,14948,2023/08/31 04:02:51
Meats and poultry,Other meats,1996/11/01,14980,2023/08/31 04:02:51
Meats and poultry,Other meats,1996/12/01,15027,2023/08/31 04:02:51
Meats and poultry,Other meats,1997/01/01,15059,2023/08/31 04:02:51
Meats and poultry,Other meats,1997/02/01,15093,2023/08/31 04:02:51
Meats and poultry,Other meats,1997/03/01,15113,2023/08/31 04:02:51
Meats and poultry,Other meats,1997/04/01,15072,2023/08/31 04:02:51
Meats and poultry,Other meats,1997/05/01,14995,2023/08/31 04:02:51
Meats and poultry,Other meats,1997/06/01,14997,2023/08/31 04:02:51
Meats and poultry,Other meats,1997/07/01,15145,2023/08/31 04:02:51
Meats and poultry,Other meats,1997/08/01,15140,2023/08/31 04:02:51
Meats and poultry,Other meats,1997/09/01,15171,2023/08/31 04:02:51
Meats and poultry,Other meats,1997/10/01,15169,2023/08/31 04:02:51
Meats and poultry,Other meats,1997/11/01,15216,2023/08/31 04:02:51
Meats and poultry,Other meats,1997/12/01,15102,2023/08/31 04:02:51
Meats and poultry,Other meats,1998/01/01,15140,2023/08/31 04:02:51
Meats and poultry,Other meats,1998/02/01,15133,2023/08/31 04:02:51
Meats and poultry,Other meats,1998/03/01,15206,2023/08/31 04:02:51
Meats and poultry,Other meats,1998/04/01,15233,2023/08/31 04:02:51
Meats and poultry,Other meats,1998/05/01,15277,2023/08/31 04:02:51
Meats and poultry,Other meats,1998/06/01,15384,2023/08/31 04:02:51
Meats and poultry,Other meats,1998/07/01,15407,2023/08/31 04:02:51
Meats and poultry,Other meats,1998/08/01,15406,2023/08/31 04:02:51
Meats and poultry,Other meats,1998/09/01,15472,2023/08/31 04:02:51
Meats and poultry,Other meats,1998/10/01,15504,2023/08/31 04:02:51
Meats and poultry,Other meats,1998/11/01,15568,2023/08/31 04:02:51
Meats and poultry,Other meats,1998/12/01,15701,2023/08/31 04:02:51
Meats and poultry,Other meats,1999/01/01,15768,2023/08/31 04:02:51
Meats and poultry,Other meats,1999/02/01,15863,2023/08/31 04:02:51
Meats and poultry,Other meats,1999/03/01,15880,2023/08/31 04:02:51
Meats and poultry,Other meats,1999/04/01,15963,2023/08/31 04:02:51
Meats and poultry,Other meats,1999/05/01,16042,2023/08/31 04:02:51
Meats and poultry,Other meats,1999/06/01,15996,2023/08/31 04:02:51
Meats and poultry,Other meats,1999/07/01,16060,2023/08/31 04:02:51
Meats and poultry,Other meats,1999/08/01,16151,2023/08/31 04:02:51
Meats and poultry,Other meats,1999/09/01,16309,2023/08/31 04:02:51
Meats and poultry,Other meats,1999/10/01,16168,2023/08/31 04:02:51
Meats and poultry,Other meats,1999/11/01,16302,2023/08/31 04:02:51
Meats and poultry,Other meats,1999/12/01,16934,2023/08/31 04:02:51
Meats and poultry,Other meats,2000/01/01,16092,2023/08/31 04:02:51
Meats and poultry,Other meats,2000/02/01,16320,2023/08/31 04:02:51
Meats and poultry,Other meats,2000/03/01,16561,2023/08/31 04:02:51
Meats and poultry,Other meats,2000/04/01,16611,2023/08/31 04:02:51
Meats and poultry,Other meats,2000/05/01,16594,2023/08/31 04:02:51
Meats and poultry,Other meats,2000/06/01,16768,2023/08/31 04:02:51
Meats and poultry,Other meats,2000/07/01,16750,2023/08/31 04:02:51
Meats and poultry,Other meats,2000/08/01,16780,2023/08/31 04:02:51
Meats and poultry,Other meats,2000/09/01,16847,2023/08/31 04:02:51
Meats and poultry,Other meats,2000/10/01,16955,2023/08/31 04:02:51
Meats and poultry,Other meats,2000/11/01,16919,2023/08/31 04:02:51
Meats and poultry,Other meats,2000/12/01,17122,2023/08/31 04:02:51
Meats and poultry,Other meats,2001/01/01,17110,2023/08/31 04:02:51
Meats and poultry,Other meats,2001/02/01,17095,2023/08/31 04:02:51
Meats and poultry,Other meats,2001/03/01,17064,2023/08/31 04:02:51
Meats and poultry,Other meats,2001/04/01,17276,2023/08/31 04:02:51
Meats and poultry,Pork,1991/01/01,16876,2023/08/31 04:02:51
Meats and poultry,Pork,1991/02/01,16860,2023/08/31 04:02:51
Meats and poultry,Pork,1991/03/01,17183,2023/08/31 04:02:51
Meats and poultry,Pork,1991/04/01,17066,2023/08/31 04:02:51
Meats and poultry,Pork,1991/05/01,17340,2023/08/31 04:02:51
Meats and poultry,Pork,1991/06/01,17221,2023/08/31 04:02:51
Meats and poultry,Pork,1991/07/01,17161,2023/08/31 04:02:51
Meats and poultry,Pork,1991/08/01,17108,2023/08/31 04:02:51
Meats and poultry,Pork,1991/09/01,17021,2023/08/31 04:02:51
Meats and poultry,Pork,1991/10/01,16941,2023/08/31 04:02:51
Meats and poultry,Pork,1991/11/01,16957,2023/08/31 04:02:51
Meats and poultry,Pork,1991/12/01,16741,2023/08/31 04:02:51
Meats and poultry,Pork,1992/01/01,17115,2023/08/31 04:02:51
Meats and poultry,Pork,1992/02/01,16958,2023/08/31 04:02:51
Meats and poultry,Pork,1992/03/01,16834,2023/08/31 04:02:51
Meats and poultry,Pork,1992/04/01,16931,2023/08/31 04:02:51
Meats and poultry,Pork,1992/05/01,16864,2023/08/31 04:02:51
Meats and poultry,Pork,1992/06/01,16825,2023/08/31 04:02:51
Meats and poultry,Pork,1992/07/01,16919,2023/08/31 04:02:51
Meats and poultry,Pork,1992/08/01,16931,2023/08/31 04:02:51
Meats and poultry,Pork,1992/09/01,16862,2023/08/31 04:02:51
Meats and poultry,Pork,1992/10/01,16999,2023/08/31 04:02:51
Meats and poultry,Pork,1992/11/01,16912,2023/08/31 04:02:51
Meats and poultry,Pork,1992/12/01,16889,2023/08/31 04:02:51
Meats and poultry,Pork,1993/01/01,16784,2023/08/31 04:02:51
Meats and poultry,Pork,1993/02/01,16944,2023/08/31 04:02:51
Meats and poultry,Pork,1993/03/01,16860,2023/08/31 04:02:51
Meats and poultry,Pork,1993/04/01,16864,2023/08/31 04:02:51
Meats and poultry,Pork,1993/05/01,17004,2023/08/31 04:02:51
Meats and poultry,Pork,1993/06/01,16883,2023/08/31 04:02:51
Meats and poultry,Pork,1993/07/01,16948,2023/08/31 04:02:51
Meats and poultry,Pork,1993/08/01,16869,2023/08/31 04:02:51
Meats and poultry,Pork,1993/09/01,17028,2023/08/31 04:02:51
Meats and poultry,Pork,1993/10/01,17020,2023/08/31 04:02:51
Meats and poultry,Pork,1993/11/01,17081,2023/08/31 04:02:51
Meats and poultry,Pork,1993/12/01,17138,2023/08/31 04:02:51
Meats and poultry,Pork,1994/01/01,17079,2023/08/31 04:02:51
Meats and poultry,Pork,1994/02/01,17179,2023/08/31 04:02:51
Meats and poultry,Pork,1994/03/01,17206,2023/08/31 04:02:51
Meats and poultry,Pork,1994/04/01,17291,2023/08/31 04:02:51
Meats and poultry,Pork,1994/05/01,17241,2023/08/31 04:02:51
Meats and poultry,Pork,1994/06/01,17409,2023/08/31 04:02:51
Meats and poultry,Pork,1994/07/01,17283,2023/08/31 04:02:51
Meats and poultry,Pork,1994/08/01,17466,2023/08/31 04:02:51
Meats and poultry,Pork,1994/09/01,17513,2023/08/31 04:02:51
Meats and poultry,Pork,1994/10/01,17494,2023/08/31 04:02:51
Meats and poultry,Pork,1994/11/01,17480,2023/08/31 04:02:51
Meats and poultry,Pork,1994/12/01,17506,2023/08/31 04:02:51
Meats and poultry,Pork,1995/01/01,17610,2023/08/31 04:02:51
Meats and poultry,Pork,1995/02/01,17417,2023/08/31 04:02:51
Meats and poultry,Pork,1995/03/01,17429,2023/08/31 04:02:51
Meats and poultry,Pork,1995/04/01,17385,2023/08/31 04:02:51
Meats and poultry,Pork,1995/05/01,17499,2023/08/31 04:02:51
Meats and poultry,Pork,1995/06/01,17465,2023/08/31 04:02:51
Meats and poultry,Pork,1995/07/01,17399,2023/08/31 04:02:51
Meats and poultry,Pork,1995/08/01,17393,2023/08/31 04:02:51
Meats and poultry,Pork,1995/09/01,17402,2023/08/31 04:02:51
Meats and poultry,Pork,1995/10/01,17391,2023/08/31 04:02:51
Meats and poultry,Pork,1995/11/01,17404,2023/08/31 04:02:51
Meats and poultry,Pork,1995/12/01,17599,2023/08/31 04:02:51
Meats and poultry,Pork,1996/01/01,17500,2023/08/31 04:02:51
Meats and poultry,Pork,1996/02/01,17522,2023/08/31 04:02:51
Meats and poultry,Pork,1996/03/01,17597,2023/08/31 04:02:51
Meats and poultry,Pork,1996/04/01,17712,2023/08/31 04:02:51
Meats and poultry,Pork,1996/05/01,17670,2023/08/31 04:02:51
Meats and poultry,Pork,1996/06/01,17743,2023/08/31 04:02:51
Meats and poultry,Pork,1996/07/01,17773,2023/08/31 04:02:51
Meats and poultry,Pork,1996/08/01,17767,2023/08/31 04:02:51
Meats and poultry,Pork,1996/09/01,17805,2023/08/31 04:02:51
Meats and poultry,Pork,1996/10/01,17906,2023/08/31 04:02:51
Meats and poultry,Pork,1996/11/01,17916,2023/08/31 04:02:51
Meats and poultry,Pork,1996/12/01,17948,2023/08/31 04:02:51
Meats and poultry,Pork,1997/01/01,17985,2023/08/31 04:02:51
Meats and poultry,Pork,1997/02/01,18000,2023/08/31 04:02:51
Meats and poultry,Pork,1997/03/01,17991,2023/08/31 04:02:51
Meats and poultry,Pork,1997/04/01,17892,2023/08/31 04:02:51
Meats and poultry,Pork,1997/05/01,17759,2023/08/31 04:02:51
Meats and poultry,Pork,1997/06/01,17718,2023/08/31 04:02:51
Meats and poultry,Pork,1997/07/01,17846,2023/08/31 04:02:51
Meats and poultry,Pork,1997/08/01,17792,2023/08/31 04:02:51
Meats and poultry,Pork,1997/09/01,17780,2023/08/31 04:02:51
Meats and poultry,Pork,1997/10/01,17741,2023/08/31 04:02:51
Meats and poultry,Pork,1997/11/01,17735,2023/08/31 04:02:51
Meats and poultry,Pork,1997/12/01,17529,2023/08/31 04:02:51
Meats and poultry,Pork,1998/01/01,17571,2023/08/31 04:02:51
Meats and poultry,Pork,1998/02/01,17557,2023/08/31 04:02:51
Meats and poultry,Pork,1998/03/01,17633,2023/08/31 04:02:51
Meats and poultry,Pork,1998/04/01,17652,2023/08/31 04:02:51
Meats and poultry,Pork,1998/05/01,17688,2023/08/31 04:02:51
Meats and poultry,Pork,1998/06/01,17794,2023/08/31 04:02:51
Meats and poultry,Pork,1998/07/01,17800,2023/08/31 04:02:51
Meats and poultry,Pork,1998/08/01,17775,2023/08/31 04:02:51
Meats and poultry,Pork,1998/09/01,17825,2023/08/31 04:02:51
Meats and poultry,Pork,1998/10/01,17832,2023/08/31 04:02:51
Meats and poultry,Pork,1998/11/01,17873,2023/08/31 04:02:51
Meats and poultry,Pork,1998/12/01,17989,2023/08/31 04:02:51
Meats and poultry,Pork,1999/01/01,18025,2023/08/31 04:02:51
Meats and poultry,Pork,1999/02/01,18095,2023/08/31 04:02:51
Meats and poultry,Pork,1999/03/01,18075,2023/08/31 04:02:51
Meats and poultry,Pork,1999/04/01,18131,2023/08/31 04:02:51
Meats and poultry,Pork,1999/05/01,18183,2023/08/31 04:02:51
Meats and poultry,Pork,1999/06/01,18095,2023/08/31 04:02:51
Meats and poultry,Pork,1999/07/01,18131,2023/08/31 04:02:51
Meats and poultry,Pork,1999/08/01,18199,2023/08/31 04:02:51
Meats and poultry,Pork,1999/09/01,18340,2023/08/31 04:02:51
Meats and poultry,Pork,1999/10/01,18149,2023/08/31 04:02:51
Meats and poultry,Pork,1999/11/01,18265,2023/08/31 04:02:51
Meats and poultry,Pork,1999/12/01,18940,2023/08/31 04:02:51
Meats and poultry,Pork,2000/01/01,17965,2023/08/31 04:02:51
Meats and poultry,Pork,2000/02/01,18187,2023/08/31 04:02:51
Meats and poultry,Pork,2000/03/01,18423,2023/08/31 04:02:51
Meats and poultry,Pork,2000/04/01,18446,2023/08/31 04:02:51
Meats and poultry,Pork,2000/05/01,18394,2023/08/31 04:02:51
Meats and poultry,Pork,2000/06/01,18554,2023/08/31 04:02:51
